POSTCODE,Consumption (kWh)
BR6 9PR,106429.3
BR6 9PS,59979.6
BR6 9PT,79515.7
BR6 9PW,49154.8
BR6 9PX,114002.2
BR6 9PY,63213.7
BR6 9PZ,65868.5
BR6 9QA,96114.0
BR6 9QB,84267.7
BR6 9QD,36287.9
BR6 9QE,76305.5
BR6 9QF,51378.8
BR6 9QG,101235.4
BR6 9QH,69402.6
BR6 9QJ,53190.3
BR6 9QL,42561.3
BR6 9QN,74845.3
BR6 9QP,99744.4
BR6 9QQ,70152.3
BR6 9QR,80547.4
BR6 9QS,75900.6
BR6 9QT,104553.4
BR6 9QU,28905.3
BR6 9QW,122101.0
BR6 9QX,105456.3
BR6 9QY,56086.3
BR6 9QZ,62514.9
BR6 9RA,16255.3
BR6 9RB,38826.6
BR6 9RD,67779.7
BR6 9RE,69126.4
BR6 9RF,44779.3
BR6 9RG,37011.2
BR6 9RH,102998.2
BR6 9RJ,91468.9
BR6 9RL,106190.8
BR6 9RN,128277.6
BR6 9RP,70365.844444
BR6 9RQ,42848.2
BR6 9RR,54869.8
BR6 9RS,73667.4
BR6 9RT,56960.4
BR6 9RU,16781.6
BR6 9RW,63907.7
BR6 9RX,77683.0
BR6 9RY,76592.1
BR6 9RZ,70574.5
BR6 9SB,91350.0
BR6 9SD,86093.5
BR6 9SE,29104.9
BR6 9SG,78172.6
BR6 9SJ,122006.0
BR6 9SL,83213.2
BR6 9SN,102947.0
BR6 9SP,19733.4
BR6 9SQ,59367.9
BR6 9SR,92826.5
BR6 9SS,41661.7
BR6 9ST,56070.0
BR6 9SW,118056.5
BR6 9SY,28326.5
BR6 9SZ,49035.7
BR6 9TD,37753.1
BR6 9TE,53031.9
BR6 9TF,188770.9
BR6 9TG,54094.2
BR6 9TH,30691.6
BR6 9TL,74134.6
BR6 9TN,152059.8
BR6 9TQ,61590.2
BR6 9TR,27501.2
BR6 9TS,48271.6
BR6 9TT,118316.3
BR6 9TU,44569.4
BR6 9UB,30914.9
BR6 9UJ,27898.2
BR6 9UR,26713.9
BR6 9WA,81292.4
BR6 9WB,63848.1
BR6 9WD,57117.6
BR6 9WE,92336.6
BR6 9XB,30031.7
BR6 9XD,49357.8
BR6 9XE,25298.4
BR6 9XF,20466.6
BR6 9XG,73528.3
BR6 9XH,105279.4
BR6 9XJ,53977.7
BR6 9XL,89112.1
BR6 9XN,46722.7
BR6 9XP,185594.1
BR6 9XQ,60997.4
BR6 9XR,81458.9
BR6 9XS,87466.0
BR6 9XT,109734.0
BR6 9XU,184330.7
BR7 5AB,16269.8
BR7 5AF,17739.4
BR7 5AG,37821.9
BR7 5AJ,61891.4
BR7 5AN,18284.8
BR7 5AQ,56030.4
BR7 5AT,28486.9
BR7 5AX,18751.7
BR7 5AY,110067.2
BR7 5AZ,60340.3
BR7 5BF,253199.8
BR7 5BG,116425.6
BR7 5BH,85472.9
BR7 5BN,84525.2
BR7 5BQ,201902.7
BR7 5BS,60707.5
BR7 5BT,47308.5
BR7 5BU,61758.1
BR7 5BW,47155.5
BR7 5BZ,29097.7
BR7 5DA,68263.5
BR7 5DB,118116.6
BR7 5DD,289970.4
BR7 5DE,45965.6
BR7 5DF,53917.4
BR7 5DG,91831.7
BR7 5DH,145588.8
BR7 5DJ,24279.1
BR7 5DL,148258.9
BR7 5DN,23320.7
BR7 5DP,178319.6
BR7 5DQ,201527.4
BR7 5DR,79787.9
BR7 5DS,133566.0
BR7 5DT,88729.0
BR7 5DU,91969.2
BR7 5DW,27970.5
BR7 5DX,72655.8
BR7 5DY,130852.9
BR7 5DZ,93717.3
BR7 5EB,62379.9
BR7 5ED,107087.2
BR7 5EE,239477.8
BR7 5EF,75404.1
BR7 5EG,155647.0
BR7 5EL,182578.8
BR7 5EN,55329.7
BR7 5EP,105593.3
BR7 5EQ,108903.7
BR7 5ER,92441.1
BR7 5ES,147010.4
BR7 5ET,116601.4
BR7 5EU,227757.9
BR7 5EW,72259.6
BR7 5EX,37250.0
BR7 5EY,288515.8
BR7 5EZ,177903.2
BR7 5FE,42965.0
BR7 5FF,32917.4
BR7 5FG,43222.8
BR7 5FH,51760.2
BR7 5FJ,22054.7
BR7 5FL,128618.2
BR7 5FN,40472.5
BR7 5FP,320882.0
BR7 5FR,161828.7
BR7 5FS,58587.3
BR7 5HA,22599.4
BR7 5HB,14515.5
BR7 5HD,114125.0
BR7 5HE,125141.5
BR7 5HF,257352.4
BR7 5HG,139845.4
BR7 5HH,20818.2
BR7 5HN,193344.3
BR7 5HQ,30744.1
BR7 5HR,131713.5
BR7 5HS,49927.9
BR7 5HT,95781.6
BR7 5HU,100794.3
BR7 5HW,34581.8
BR7 5HX,59498.2
BR7 5HY,101280.3
BR7 5HZ,31872.4
BR7 5JA,108062.0
BR7 5JB,41845.2
BR7 5JD,131639.6
BR7 5JE,13529.5
BR7 5JF,43094.6
BR7 5JG,201449.3
BR7 5JJ,47052.1
BR7 5JN,21357.1
BR7 5JP,27503.7
BR7 5JQ,90491.3
BR7 5JR,17867.2
BR7 5JW,47116.8
BR7 5JX,102581.4
BR7 5JY,19454.6
BR7 5JZ,32795.5
BR7 5LA,91005.1
BR7 5LB,88897.3
BR7 5LD,142992.4
BR7 5LE,163952.6
BR7 5LF,95616.3
BR7 5LL,33361.6
BR7 5LN,144969.3
BR7 5LQ,88393.6
BR7 5LR,58203.0
BR7 5LS,35811.5
BR7 5LT,137967.5
BR7 5LU,63783.7
BR7 5LW,69074.5
BR7 5LX,184512.7
BR7 5LZ,116998.0
BR7 5NA,20642.9
BR7 5NB,67712.8
BR7 5ND,118153.1
BR7 5NF,30467.2
BR7 5NG,128465.1
BR7 5NH,146359.3
BR7 5NL,51124.3
BR7 5NP,87633.4
BR7 5NQ,36199.7
BR7 5NR,26602.5
BR7 5NT,224723.0
BR7 5NW,45545.1
BR7 5NY,32875.3
BR7 5PA,48020.9
BR7 5PB,98882.6
BR7 5PD,61500.0
BR7 5PE,49188.8
BR7 5PF,56708.1
BR7 5PG,113121.1
BR7 5PH,173585.2
BR7 5PJ,45683.6
BR7 5PL,118925.9
BR7 5PP,61757.6
BR7 5PQ,61441.8
BR7 5PU,47928.1
BR7 5PX,79558.6
BR7 5PY,177604.6
BR7 5QD,210219.2
BR7 5QE,259327.0
BR7 5QH,90160.5
BR7 5QL,55138.0
BR7 5QP,34213.3
BR7 5QR,33419.5
BR7 5QS,59562.5
BR7 5QU,36287.0
BR7 5QX,49159.7
BR7 5QZ,39698.0
BR7 5RB,32109.1
BR7 5RE,65032.0
BR7 5RF,33874.7
BR7 5RG,37256.9
BR7 5RJ,85693.4
BR7 5RN,220035.4
BR7 5RQ,25820.9
BR7 5RS,64565.4
BR7 5RU,69795.9
BR7 5RW,33700.3
BR7 5RX,80798.2
BR7 5RY,90003.2
BR7 5RZ,53531.0
BR7 5SA,56352.6
BR7 5SB,107064.2
BR7 5SD,55473.6
BR7 5SE,48150.3
BR7 5SF,41946.6
BR7 5SG,52436.0
BR7 5SJ,56876.5
BR7 5XS,90683.3
BR7 5XT,45462.3
BR7 6AA,122646.2
BR7 6AD,202260.6
BR7 6AE,94237.3
BR7 6AF,141992.6
BR7 6AG,134797.6
BR7 6AH,92560.1
BR7 6AL,20913.1
BR7 6AN,38898.6
BR7 6AQ,55440.4
BR7 6AS,11194.6
BR7 6AT,70235.2
BR7 6AU,20109.8
BR7 6AW,101820.7
BR7 6AX,101269.7
BR7 6AY,67063.8
BR7 6AZ,89612.3
BR7 6BA,14952.7
BR7 6BB,123475.4
BR7 6BD,24723.8
BR7 6BE,60023.3
BR7 6BF,32674.6
BR7 6BG,110531.8
BR7 6BH,57445.8
BR7 6BJ,126819.6
BR7 6BL,87591.6
BR7 6BN,86078.0
BR7 6BP,78684.1
BR7 6BQ,85813.8
BR7 6BS,188609.2
BR7 6BT,121383.1
BR7 6BU,189931.2
BR7 6BW,30096.0
BR7 6BX,135143.5
BR7 6BY,158432.8
BR7 6BZ,157511.3
BR7 6DA,28285.1
BR7 6DB,129589.6
BR7 6DD,145808.4
BR7 6DE,135441.7
BR7 6DF,91838.5
BR7 6DG,84955.1
BR7 6DH,120966.8
BR7 6DJ,78477.5
BR7 6DL,80843.7
BR7 6DN,128303.1
BR7 6DQ,164590.0
BR7 6DR,72770.8
BR7 6DS,104279.7
BR7 6DT,22694.1
BR7 6DU,46693.7
BR7 6DW,90193.9
BR7 6DX,59692.8
BR7 6DY,106240.4
BR7 6DZ,123315.3
BR7 6EA,83936.8
BR7 6EB,95476.4
BR7 6ED,56801.6
BR7 6EE,97336.6
BR7 6EF,97974.3
BR7 6EG,89440.4
BR7 6EH,64955.7
BR7 6EJ,54999.2
BR7 6EL,105461.8
BR7 6EN,73647.0
BR7 6EP,96890.9
BR7 6EQ,90040.7
BR7 6ER,100464.5
BR7 6ES,86094.9
BR7 6ET,94203.3
BR7 6EU,137060.2
BR7 6EW,63050.6
BR7 6EX,62608.7
BR7 6EY,49010.4
BR7 6EZ,53096.7
BR7 6FB,23380.8
BR7 6HA,65899.5
BR7 6HD,162478.9
BR7 6HF,23181.1
BR7 6HG,116043.8
BR7 6HH,61226.8
BR7 6HN,96144.7
BR7 6HP,50352.9
BR7 6HQ,88489.5
BR7 6HR,69117.1
BR7 6HS,215654.1
BR7 6HT,89902.7
BR7 6HU,203266.9
BR7 6HW,103253.6
BR7 6HX,103202.9
BR7 6HY,43125.9
BR7 6HZ,102542.8
BR7 6JA,45835.7
BR7 6JB,82723.9
BR7 6JD,38061.8
BR7 6JE,61353.3
BR7 6JF,69974.0
BR7 6JG,102090.1
BR7 6JH,106314.4
BR7 6JL,86088.1
BR7 6JN,87433.6
BR7 6JP,161087.4
BR7 6JQ,85692.7
BR7 6JR,169536.0
BR7 6JS,157055.6
BR7 6JT,74793.6
BR7 6JU,141389.4
BR7 6JW,149418.1
BR7 6JX,124052.4
BR7 6JY,108443.7
BR7 6JZ,74992.0
BR7 6LA,72367.5
BR7 6LB,161029.5
BR7 6LD,74647.1
BR7 6LE,112130.8
BR7 6LF,22472.1
BR7 6LG,96880.4
BR7 6LQ,156035.7
BR7 6LT,143522.5
BR7 6LX,102755.3
BR7 6LY,262269.4
BR7 6LZ,31789.2
BR7 6NB,64029.6
BR7 6ND,111019.7
BR7 6NE,22256.0
BR7 6NF,40855.6
BR7 6NG,42236.6
BR7 6NH,59285.9
BR7 6NL,121393.0
BR7 6NQ,65805.2
BR7 6NR,69628.7
BR7 6NT,31780.9
BR7 6NW,69878.7
BR7 6NX,47419.4
BR7 6NZ,26515.8
BR7 6PA,51567.8
BR7 6PE,249378.6
BR7 6PF,107754.9
BR7 6PJ,126252.9
BR7 6PL,84345.7
BR7 6PN,11435.9
BR7 6PP,79624.6
BR7 6PS,78486.5
BR7 6PT,97405.8
BR7 6PX,25661.6
BR7 6QA,93330.9
BR7 6QB,10806.1
BR7 6QE,34334.0
BR7 6QF,17339.7
BR7 6QH,85634.1
BR7 6QJ,95770.976471
BR7 6QL,77645.1
BR7 6QN,88006.0
BR7 6QP,129609.3
BR7 6QR,57686.6
BR7 6QS,91829.5
BR7 6QT,34534.0
BR7 6QU,75778.7
BR7 6QW,111506.0
BR7 6QY,192467.9
BR7 6QZ,106892.3
BR7 6RA,237336.2
BR7 6RD,100921.9
BR7 6RE,139925.5
BR7 6RF,166032.1
BR7 6RG,94798.0
BR7 6RH,97395.8
BR7 6RJ,70044.7
BR7 6RL,54088.7
BR7 6RN,113846.6
BR7 6RQ,83244.8
BR7 6RS,55714.5
BR7 6RT,42817.3
BR7 6RU,65501.0
BR7 6RW,139488.3
BR7 6RY,40562.4
BR7 6RZ,82217.5
BR7 6SF,60796.4
BR7 6SH,37798.7
BR7 6SJ,173375.4
BR7 6TA,58947.3
BR7 6TB,57429.4
BR7 6TD,77962.7
BR7 6TE,56087.4
BR7 6TF,145348.0
BR7 6TG,55660.1
BR7 6TH,96439.4
BR7 6TJ,77876.9
BR8 8EP,43941.4
CR0 0AA,111812.51875
CR0 0AB,118088.4
CR0 0AD,34764.4
CR0 0AE,66181.2
CR0 0AF,108194.5
CR0 0AG,131491.3
CR0 0AH,61063.5
CR0 0AJ,82622.5
CR0 0AL,55387.3
CR0 0AN,155997.7
CR0 0AP,63481.0
CR0 0AQ,56249.8
CR0 0AR,55109.0
CR0 0AS,146882.9
CR0 0AT,46580.8
CR0 0AU,30057.0
CR0 0AW,112335.3
CR0 0AX,79657.2
CR0 0AY,77128.0
CR0 0AZ,121943.6
CR0 0BB,53151.2
CR0 0BD,106048.4
CR0 0BE,67283.6
CR0 0BF,65703.5
CR0 0BG,38149.2
CR0 0BH,49915.3
CR0 0BJ,23039.2
CR0 0BL,283276.8
CR0 0BN,80685.6
CR0 0BP,73441.0
CR0 0BQ,95928.7
CR0 0BS,74944.7
CR0 0BT,36593.9
CR0 0BU,108792.5
CR0 0BW,57238.9
CR0 0BX,89920.4
CR0 0BY,142311.2
CR0 0BZ,20768.4
CR0 0DA,64854.0
CR0 0DB,55201.2
CR0 0DD,35020.2
CR0 0DE,43980.0
CR0 0DF,26814.6
CR0 0DG,41511.9
CR0 0DH,78882.0
CR0 0DJ,23681.0
CR0 0DL,68579.4
CR0 0DN,70945.7
CR0 0DP,134577.0
CR0 0DQ,191832.28824000002
CR0 0DR,84050.1
CR0 0DS,75599.0
CR0 0DT,65459.2
CR0 0DU,49371.9
CR0 0DW,61283.2
CR0 0DY,65586.4
CR0 0DZ,103868.1
CR0 0EA,47385.6
CR0 0EB,105953.3
CR0 0ED,35252.4
CR0 0EE,90038.4
CR0 0EF,23674.7
CR0 0EG,87858.2
CR0 0EH,108528.2
CR0 0EJ,71645.6
CR0 0EL,38549.0
CR0 0EN,31920.2
CR0 0EP,111008.2
CR0 0ER,50163.4
CR0 0ES,132378.9
CR0 0ET,74687.4
CR0 0EU,119245.2
CR0 0EW,79590.7
CR0 0EX,75626.2
CR0 0EY,26137.8
CR0 0EZ,28252.9
CR0 0FD,31372.3
CR0 0HA,41350.2
CR0 0HB,68347.1
CR0 0HD,80341.1
CR0 0HE,92489.4
CR0 0HF,101236.3
CR0 0HG,25104.9
CR0 0HH,116276.8
CR0 0HJ,19635.6
CR0 0HL,62045.0
CR0 0HN,48031.4
CR0 0HP,63177.9
CR0 0HQ,156857.9
CR0 0HR,126276.8
CR0 0HS,44149.8
CR0 0HT,42722.4
CR0 0HU,87971.31875
CR0 0HW,112616.7
CR0 0HX,78788.4
CR0 0HY,53386.2
CR0 0HZ,104844.2
CR0 0JA,153854.3
CR0 0JD,70155.6
CR0 0JE,208539.5
CR0 0JF,90497.2
CR0 0JH,97854.2
CR0 0JJ,35698.8
CR0 0JL,115414.0
CR0 0JN,35285.9
CR0 0JP,55522.8
CR0 0JQ,108689.6
CR0 0JR,73544.8
CR0 0JS,74808.6
CR0 0JT,98780.5
CR0 0JU,61457.3
CR0 0LA,160780.9
CR0 0LB,95042.8
CR0 0LD,108600.0
CR0 0LE,118806.3
CR0 0LF,79039.6
CR0 0LG,55790.9
CR0 0LH,122251.3
CR0 0LJ,46263.7
CR0 0LL,51544.9
CR0 0LN,104443.8
CR0 0LP,31970.2
CR0 0LQ,35353.676471
CR0 0LR,69429.3
CR0 0LS,67323.0
CR0 0LT,140672.1
CR0 0LU,169632.4
CR0 0LW,125103.0
CR0 0LX,202023.5
CR0 0NA,56002.2
CR0 0NB,58994.8
CR0 0ND,45958.3
CR0 0NE,41826.5
CR0 0NF,48203.6
CR0 0NG,26370.7
CR0 0NH,21336.6
CR0 0NJ,38765.9
CR0 0NL,58160.5
CR0 0NN,90512.3
CR0 0NP,112177.4
CR0 0NQ,127685.4
CR0 0NR,222064.6
CR0 0NU,129287.2
CR0 0NW,167739.1
CR0 0NX,135931.7
CR0 0NY,107978.1
CR0 0NZ,101085.7
CR0 0PA,104574.6
CR0 0PB,103884.5
CR0 0PD,80660.8
CR0 0PE,90469.0
CR0 0PF,108459.8
CR0 0PG,110448.2
CR0 0PH,166951.7
CR0 0PJ,100903.0
CR0 0PL,111140.7
CR0 0PN,104409.5
CR0 0PP,93832.6
CR0 0PQ,104223.5
CR0 0PR,154945.8
CR0 0PS,56735.6
CR0 0QA,46878.6
CR0 0QB,61870.485714
CR0 0QD,44603.3
CR0 0QE,66445.8
CR0 0QF,89080.2
CR0 0QG,75984.6
CR0 0QH,122644.8
CR0 0QJ,69222.0
CR0 0QL,100781.0
CR0 0QN,117208.4
CR0 0QP,86754.7
CR0 0QQ,70335.8
CR0 0QR,143096.9
CR0 0QS,60513.9
CR0 0QT,35644.6
CR0 0QU,111975.70446
CR0 0QW,20943.0
CR0 0QY,138769.6
CR0 0QZ,128362.1
CR0 0RA,126969.4
CR0 0RB,157483.5
CR0 0RD,111338.4
CR0 0RE,80129.6
CR0 0RF,136621.2
CR0 0RG,125819.4
CR0 0RH,119653.9
CR0 0RJ,107831.2
CR0 0RL,177636.7
CR0 0RN,92107.4
CR0 0RP,98129.2
CR0 0RQ,73271.5
CR0 0RR,72879.3
CR0 0RS,63064.6
CR0 0RT,109066.8
CR0 0RU,106463.3
CR0 0RW,126576.4
CR0 0RX,121751.4
CR0 0RY,120630.3
CR0 0RZ,86034.7
CR0 0SA,99209.7
CR0 0SB,84978.0
CR0 0SD,25563.8
CR0 0SE,42898.4
CR0 0SF,88674.5
CR0 0SG,96363.9
CR0 0SH,77953.7
CR0 0SJ,44049.5
CR0 0TA,126301.18570999999
CR0 0TB,75365.8
CR0 0TD,58670.3
CR0 0TE,62161.8
CR0 0TF,69665.2
CR0 0TG,70937.9
CR0 0TJ,85320.6
CR0 0TL,125293.1
CR0 0TN,93433.6
CR0 0TP,135920.0
CR0 0TQ,86428.1
CR0 0TR,86110.1
CR0 0TS,48404.0
CR0 0TT,83174.6
CR0 0TU,71297.6
CR0 0TW,108137.3
CR0 0TX,31256.3
CR0 0TY,106175.5
CR0 0TZ,89024.8
CR0 1AA,77811.1
CR0 1AB,49322.9
CR0 1AD,75146.5
CR0 1AE,143254.2
CR0 1AF,75798.9
CR0 1AG,112759.0
CR0 1AH,115946.3
CR0 1AJ,116113.8
CR0 1AL,115421.2
CR0 1AN,104627.6
CR0 1AP,64897.1
CR0 1AQ,131257.9
CR0 1AS,112994.2
CR0 1AT,101604.4
CR0 1AU,68708.2
CR0 1AW,43782.9
CR0 1AX,143544.5
CR0 1AY,71335.0
CR0 1AZ,75304.0
CR0 1BA,45068.7
CR0 1BB,36185.1
CR0 1BE,37966.8
CR0 1BF,59773.0
CR0 1BG,36223.3
CR0 1BH,54166.0
CR0 1BL,191323.5
CR0 1BN,46636.3
CR0 1BP,114864.7
CR0 1BQ,72443.7
CR0 1BR,24427.2
CR0 1BU,84606.2
CR0 1BW,21361.0
CR0 1BX,21183.8
CR0 1BZ,26489.4
CR0 1DB,26800.4
CR0 1DD,30293.6
CR0 1DE,46557.5
CR0 1DG,45663.9
CR0 1DJ,61268.4
CR0 1DN,30218.7
CR0 1DP,84897.5
CR0 1DQ,23717.8
CR0 1DR,28449.7
CR0 1DS,91329.0
CR0 1DU,87886.6
CR0 1DW,22288.6
CR0 1DX,15521.7
CR0 1DY,27912.7
CR0 1EB,30388.8
CR0 1ED,20585.5
CR0 1EF,62297.8
CR0 1EG,67920.8
CR0 1EJ,111687.1
CR0 1EL,121858.4
CR0 1EN,54823.6
CR0 1EP,50733.3
CR0 1EQ,88322.7
CR0 1ES,74223.7
CR0 1EU,73084.6
CR0 1EW,153227.5
CR0 1EX,166894.2
CR0 1EY,92528.8
CR0 1EZ,64964.1
CR0 1FD,37971.3
CR0 1HA,114853.0
CR0 1HB,124518.9
CR0 1HD,53768.6
CR0 1HE,118407.6
CR0 1HF,103569.0
CR0 1HG,107843.7
CR0 1HH,18729.7
CR0 1HJ,46392.6
CR0 1HL,69781.5
CR0 1HN,51188.3
CR0 1HP,69066.9
CR0 1HQ,65072.0
CR0 1HR,59602.5
CR0 1HS,70718.6
CR0 1HT,141835.4
CR0 1HU,162357.1
CR0 1HW,72923.1
CR0 1HX,40496.2
CR0 1HY,23404.6
CR0 1JB,10568.5
CR0 1JE,84524.4
CR0 1JH,247134.3
CR0 1JJ,37439.6
CR0 1JN,35556.1
CR0 1JP,133732.9
CR0 1JQ,54922.0
CR0 1JR,98938.9
CR0 1JS,145698.0
CR0 1JW,98461.8
CR0 1JX,137897.2
CR0 1JY,95946.8
CR0 1LD,22615.6
CR0 1NA,13211.4
CR0 1ND,69365.9
CR0 1NE,37245.0
CR0 1NF,16138.8
CR0 1NG,74612.2
CR0 1NH,29273.9
CR0 1PJ,22776.4
CR0 1QN,32014.2
CR0 1QP,25495.0
CR0 1RD,36394.6
CR0 1RF,75480.1
CR0 1RG,36369.2
CR0 1RH,34438.2
CR0 1RL,73022.8
CR0 1RN,58206.1
CR0 1RP,15247.0
CR0 1RQ,95608.8
CR0 1RR,13545.2
CR0 1RS,35480.0
CR0 1RT,109671.37143
CR0 1RU,49993.2
CR0 1RW,46720.6
CR0 1RX,56173.1
CR0 1SA,30481.9
CR0 1SB,46759.1
CR0 1SD,68289.5
CR0 1SE,44527.3
CR0 1SG,119448.4
CR0 1SH,86060.6
CR0 1SL,54226.6
CR0 1SN,43406.1
CR0 1SP,71518.0
CR0 1SQ,58927.5
CR0 1SR,125562.2
CR0 1SS,28123.0
CR0 1SU,26290.9
CR0 1SW,59737.0
CR0 1SY,97530.2
CR0 1SZ,87051.1
CR0 1TA,190780.52
CR0 1TB,45942.8
CR0 1TH,57911.6
CR0 1TQ,53974.1
CR0 1TR,66538.0
CR0 1TZ,82716.3
CR0 1UA,45796.6
CR0 1UE,18278.7
CR0 1UH,511802.5
CR0 1UL,371173.2
CR0 1XD,16870.5
CR0 1XJ,87424.6
CR0 1XL,76420.9
CR0 1XR,46977.6
CR0 1XS,28709.0
CR0 1XT,139300.06667
CR0 1XW,21850.3
CR0 1XZ,42921.6
CR0 1YA,15163.7
CR0 1YB,131988.0
CR0 2AB,61556.6
CR0 2AE,75301.3
CR0 2AF,53446.1
CR0 2AJ,145781.6
CR0 2AL,141413.6
CR0 2AN,87233.87142899999
CR0 2AS,113113.7
CR0 2AT,107606.5
CR0 2AU,44773.4
CR0 2AW,47942.0
CR0 2AX,400767.1
CR0 2AZ,139862.6
CR0 2BA,52327.0
CR0 2BB,25977.5
CR0 2BD,90535.9
CR0 2BE,59290.4
CR0 2BF,122615.9
CR0 2BG,95521.9
CR0 2BH,63520.4
CR0 2BJ,89004.4
CR0 2BL,56760.0
CR0 2BN,77114.3
CR0 2BP,26436.4
CR0 2BQ,48568.4
CR0 2BR,54723.0
CR0 2BS,51501.9
CR0 2BT,100230.9
CR0 2BW,100658.4
CR0 2BY,81060.2
CR0 2BZ,21841.6
CR0 2DA,114695.9
CR0 2DF,20685.2
CR0 2DG,22969.4
CR0 2DH,48545.9
CR0 2DJ,95550.2
CR0 2DL,25819.7
CR0 2DQ,27347.1
CR0 2DR,141320.9
CR0 2DS,73542.7
CR0 2DW,139667.7
CR0 2DX,64467.5
CR0 2DY,29671.5
CR0 2EA,67898.3
CR0 2EB,176796.1
CR0 2EE,74790.3
CR0 2EF,136215.7
CR0 2EG,92246.1
CR0 2EH,101456.0
CR0 2EJ,57911.6
CR0 2EL,130406.7
CR0 2EN,259321.4
CR0 2EP,138645.3
CR0 2EQ,28223.8
CR0 2ER,75754.4
CR0 2ES,152168.8
CR0 2ET,95053.7
CR0 2EX,44631.6
CR0 2EY,35669.3
CR0 2EZ,92803.7
CR0 2FB,496499.1
CR0 2FD,534374.1
CR0 2FE,137330.9
CR0 2FF,25034.8
CR0 2FG,12672.0
CR0 2FH,59798.8
CR0 2FJ,36251.1
CR0 2FP,80007.2
CR0 2FQ,66651.1
CR0 2FR,138930.9
CR0 2FS,71090.2
CR0 2FT,127516.7
CR0 2FW,406716.4
CR0 2FZ,92700.5
CR0 2GB,48317.3
CR0 2GD,35151.8
CR0 2GP,67808.2
CR0 2GZ,29386.7
CR0 2HB,62394.2
CR0 2HD,33502.3
CR0 2HE,170287.9
CR0 2HF,169060.9
CR0 2HG,68322.7
CR0 2HH,77636.3
CR0 2HJ,70398.8
CR0 2HL,92825.11875
CR0 2HN,166451.8
CR0 2HP,85949.5
CR0 2HQ,48790.4
CR0 2HR,98649.4
CR0 2HS,35239.7
CR0 2HT,63388.4
CR0 2HU,24774.2
CR0 2HW,24303.9
CR0 2HX,62440.4
CR0 2HY,121547.5
CR0 2HZ,52461.3
CR0 2JA,96092.6
CR0 2JB,91529.7
CR0 2JG,30307.3
CR0 2JJ,16268.7
CR0 2JL,49915.9
CR0 2JN,73483.1
CR0 2JP,102079.6
CR0 2JQ,26734.4
CR0 2JR,43992.7
CR0 2JS,107458.6
CR0 2JT,66892.4
CR0 2JU,41922.1
CR0 2JW,112301.41875
CR0 2JX,101718.9
CR0 2JY,67118.2
CR0 2JZ,95590.0
CR0 2LA,142739.1
CR0 2LB,163612.9
CR0 2LD,60734.1
CR0 2LE,44404.0
CR0 2LF,18962.5
CR0 2LH,111575.8
CR0 2LJ,91737.5
CR0 2LL,51164.9
CR0 2LN,83138.5
CR0 2LP,137250.2
CR0 2LQ,40627.1
CR0 2LR,21001.0
CR0 2LS,18406.3
CR0 2LT,48562.6
CR0 2LU,24127.1
CR0 2LW,39953.5
CR0 2LY,57498.2
CR0 2LZ,59127.5
CR0 2ND,89810.2
CR0 2NG,130103.9
CR0 2NJ,123336.2
CR0 2NL,141661.6
CR0 2NN,190343.5
CR0 2NP,50361.3
CR0 2NQ,135676.7
CR0 2NR,106679.7
CR0 2PA,20735.0
CR0 2PB,47368.4
CR0 2PD,64261.2
CR0 2PE,82647.9
CR0 2PF,93305.7
CR0 2PG,83382.8
CR0 2PH,73970.5
CR0 2PJ,118215.0
CR0 2PL,20353.0
CR0 2PN,131443.6
CR0 2PP,85379.7
CR0 2PS,87018.8
CR0 2PT,77347.1
CR0 2PU,113660.5
CR0 2PW,66101.6
CR0 2PX,182591.2
CR0 2PY,112150.0
CR0 2PZ,60691.0
CR0 2QA,60771.4
CR0 2QD,99564.1
CR0 2QE,112694.4
CR0 2QF,82959.5
CR0 2QG,135803.0
CR0 2QH,60141.3
CR0 2QJ,78007.2
CR0 2QL,176207.5
CR0 2QN,52849.1
CR0 2QP,119406.2
CR0 2QQ,22949.4
CR0 2QR,54763.3
CR0 2QS,92154.676471
CR0 2QT,39301.1
CR0 2QU,80861.4
CR0 2QW,168259.5
CR0 2QY,61470.6
CR0 2QZ,99084.6
CR0 2RE,56527.9
CR0 2RF,118839.8
CR0 2RJ,151160.8
CR0 2RL,84623.8
CR0 2RP,36561.4
CR0 2RQ,20497.2
CR0 2RR,52788.7
CR0 2RS,64939.1
CR0 2RT,96296.3
CR0 2RU,120730.3
CR0 2RX,57124.5
CR0 2RY,32410.1
CR0 2RZ,26453.2
CR0 2SA,63963.0
CR0 2SD,61202.4
CR0 2SE,85423.7
CR0 2SG,162835.5
CR0 2SH,88678.6
CR0 2SJ,74922.6
CR0 2SL,89744.8
CR0 2SN,75437.2
CR0 2SP,40349.7
CR0 2SQ,131530.9
CR0 2SR,214061.9
CR0 2SS,31738.4
CR0 2ST,154297.7
CR0 2SU,116610.2
CR0 2SW,97065.2
CR0 2SX,97029.9
CR0 2TA,54043.1
CR0 2TB,34277.3
CR0 2TD,64085.1
CR0 2TE,27555.8
CR0 2TF,47682.0
CR0 2TG,16979.6
CR0 2TH,22288.9
CR0 2TJ,95916.4
CR0 2TL,186115.3
CR0 2TN,196952.3
CR0 2TP,165981.4
CR0 2TQ,104578.9
CR0 2TR,70946.4
CR0 2TS,91784.7
CR0 2TT,36077.6
CR0 2TU,48346.2
CR0 2TW,96554.9
CR0 2UA,157390.7
CR0 2UB,187663.1
